segment,from,to,text
540,00:19:02.000,00:19:04.000,大家午安 大家好
541,00:19:04.000,00:19:06.000,首先
542,00:19:06.000,00:19:08.000,非常謝謝
543,00:19:08.000,00:19:10.000,侯總統候選人
544,00:19:10.000,00:19:12.000,今天親民
545,00:19:12.000,00:19:14.000,到我們三連工
546,00:19:14.000,00:19:16.000,我剛剛跟高總統講
547,00:19:16.000,00:19:18.000,你現在很有力
548,00:19:18.000,00:19:20.000,他把客家政策
549,00:19:20.000,00:19:22.000,要在楊梅的三連工
550,00:19:22.000,00:19:24.000,來宣布
551,00:19:24.000,00:19:26.000,我們對這個楊梅的鄉親
552,00:19:26.000,00:19:28.000,沒有想跟
553,00:19:28.000,00:19:30.000,謝謝我們侯總統好不好
554,00:19:30.000,00:19:32.000,謝謝
555,00:19:32.000,00:19:34.000,校正主
556,00:19:34.000,00:19:36.000,從來很吃負
557,00:19:36.000,00:19:38.000,從來不佩服人
558,00:19:38.000,00:19:40.000,但是我要跟各位報告
559,00:19:40.000,00:19:42.000,我唯一佩服的
560,00:19:42.000,00:19:44.000,就是侯友宜總統候選人
561,00:19:44.000,00:19:46.000,為什麼
562,00:19:46.000,00:19:48.000,第一個
563,00:19:48.000,00:19:50.000,你最勇敢
564,00:19:50.000,00:19:52.000,都能跟我們
565,00:19:52.000,00:19:54.000,所有的川普教官
566,00:19:54.000,00:19:56.000,跟他怎麼樣
567,00:19:56.000,00:19:58.000,跟他對比
568,00:19:58.000,00:20:00.000,要抓他
569,00:20:00.000,00:20:02.000,對不對
570,00:20:02.000,00:20:04.000,今天我看到槍我就怕
571,00:20:04.000,00:20:06.000,你還要去抓他
572,00:20:06.000,00:20:08.000,所以他永遠不用打
573,00:20:08.000,00:20:10.000,我佩服對不對
574,00:20:10.000,00:20:12.000,對
575,00:20:12.000,00:20:14.000,一樣
576,00:20:14.000,00:20:16.000,我佩服他的事情
577,00:20:16.000,00:20:18.000,我在考驗也看過侯建銘
578,00:20:18.000,00:20:20.000,他竟然
579,00:20:20.000,00:20:22.000,如果當新北市長
580,00:20:22.000,00:20:24.000,每一年都是
581,00:20:24.000,00:20:26.000,五星級第一名的市長
582,00:20:26.000,00:20:28.000,了不起
583,00:20:28.000,00:20:30.000,為什麼
584,00:20:30.000,00:20:32.000,今天我們一參加
585,00:20:32.000,00:20:34.000,我一參
586,00:20:34.000,00:20:36.000,他一定會考驗侯方
587,00:20:36.000,00:20:38.000,他竟然選連任的時候
588,00:20:38.000,00:20:40.000,連民進黨的
589,00:20:40.000,00:20:42.000,票場
590,00:20:42.000,00:20:44.000,三重
591,00:20:44.000,00:20:46.000,蘆洲 新莊 濟等
592,00:20:46.000,00:20:48.000,整個地方全都贏
593,00:20:48.000,00:20:50.000,我見他其實也厲害
594,00:20:50.000,00:20:52.000,非常非常厲害
595,00:20:52.000,00:20:54.000,還厲害的地方
596,00:20:54.000,00:20:56.000,我每一次演走中山高速路
597,00:20:56.000,00:20:58.000,出鼓樂歌山
598,00:20:58.000,00:21:00.000,後速的
599,00:21:00.000,00:21:02.000,現在做不到
600,00:21:02.000,00:21:04.000,現在入圍的那個非常厲害
601,00:21:04.000,00:21:06.000,我到新莊
602,00:21:06.000,00:21:08.000,我只對
603,00:21:08.000,00:21:10.000,六千公交
604,00:21:10.000,00:21:12.000,前一步被他裁空了
605,00:21:12.000,00:21:14.000,四百公頃
606,00:21:14.000,00:21:16.000,六五輪球
607,00:21:16.000,00:21:18.000,所以我跟你講
608,00:21:18.000,00:21:20.000,我從來不配你的人
609,00:21:20.000,00:21:22.000,我終於配你了
610,00:21:22.000,00:21:24.000,所以我們樂壞聯隊
611,00:21:24.000,00:21:26.000,掌聲一下好不好
612,00:21:26.000,00:21:28.000,我退休上了你退休
613,00:21:28.000,00:21:30.000,你進來的時候
614,00:21:30.000,00:21:32.000,我們所有的小組 女士們都給你掌聲
615,00:21:32.000,00:21:34.000,我
616,00:21:34.000,00:21:36.000,十四號廳
617,00:21:36.000,00:21:38.000,我來投入一千萬
618,00:21:38.000,00:21:40.000,他說第一個最愛的是誰
619,00:21:40.000,00:21:42.000,中華民國
620,00:21:42.000,00:21:44.000,第二愛的人是誰
621,00:21:44.000,00:21:48.000,他說第二愛的是
622,00:21:48.000,00:21:50.000,他的太太
623,00:21:50.000,00:21:52.000,我說我今天要正式
624,00:21:52.000,00:21:54.000,的糾正總統
625,00:21:54.000,00:21:56.000,我來上了
626,00:21:56.000,00:21:58.000,大
627,00:21:58.000,00:22:00.000,第二個愛的人是
628,00:22:00.000,00:22:02.000,台灣人民
629,00:22:02.000,00:22:04.000,對不對
630,00:22:04.000,00:22:06.000,第三次愛他的太太
631,00:22:06.000,00:22:08.000,所以
632,00:22:08.000,00:22:10.000,真的是
633,00:22:10.000,00:22:12.000,所以我拜託楊梅的家親
634,00:22:12.000,00:22:14.000,我剛才正式拜託我們楊梅的區長
635,00:22:14.000,00:22:16.000,明年
636,00:22:16.000,00:22:18.000,一月十三號楊梅
637,00:22:18.000,00:22:20.000,贏的票要比剛剛上升
638,00:22:20.000,00:22:22.000,一萬五千多票
639,00:22:22.000,00:22:24.000,我講錯了
640,00:22:24.000,00:22:26.000,一萬五千多票還有多
641,00:22:26.000,00:22:28.000,好不好
642,00:22:28.000,00:22:30.000,拜託楊梅的家親好不好
643,00:22:30.000,00:22:32.000,拜託大家謝謝大家謝謝
644,00:22:32.000,00:22:34.000,這位鄉親你們希望
645,00:22:34.000,00:22:36.000,垃圾場在你家旁邊
646,00:22:36.000,00:22:38.000,還是公園在你家旁邊
647,00:22:38.000,00:22:40.000,公園對不對
648,00:22:40.000,00:22:42.000,那我們要給這一位
649,00:22:42.000,00:22:44.000,勇敢 不畏惡勢力的
650,00:22:44.000,00:22:46.000,總統候選人
651,00:22:46.000,00:22:48.000,他把垃圾場變公園
652,00:22:48.000,00:22:50.000,然後讓我們的鄉親
653,00:22:50.000,00:22:52.000,能夠生活在一個
654,00:22:52.000,00:22:54.000,非常美麗舒適的環境
655,00:22:54.000,00:22:56.000,我們現在就以最大力的掌聲
656,00:22:56.000,00:22:58.000,再補充一下
657,00:22:58.000,00:23:00.000,今天
658,00:23:00.000,00:23:02.000,他要先呼我們的客家
659,00:23:02.000,00:23:04.000,就是要請你這個文化基金
660,00:23:04.000,00:23:06.000,一百億
661,00:23:06.000,00:23:08.000,我要跟各位報告
662,00:23:08.000,00:23:10.000,立法院早就通過
663,00:23:10.000,00:23:12.000,客家基本法
664,00:23:12.000,00:23:14.000,這裡面本來
665,00:23:14.000,00:23:16.000,地方是金色
666,00:23:16.000,00:23:18.000,發展基金結果
667,00:23:18.000,00:23:20.000,被民進黨的立委
668,00:23:20.000,00:23:22.000,改為得受
669,00:23:22.000,00:23:24.000,發展
670,00:23:24.000,00:23:26.000,音色跟得受
671,00:23:26.000,00:23:28.000,更差很多
672,00:23:28.000,00:23:30.000,所以我們今天帶有客家人
673,00:23:30.000,00:23:32.000,謝謝我們這位候選人
674,00:23:32.000,00:23:34.000,他要成立這個
675,00:23:34.000,00:23:36.000,一百億的客家文化基金
676,00:23:36.000,00:23:38.000,我們真的謝謝他
677,00:23:38.000,00:23:40.000,成為客家人的基金
678,00:23:40.000,00:23:42.000,好 我們一掌聲加勁叫
679,00:23:42.000,00:23:44.000,歡迎我們的總統候選人
680,00:23:44.000,00:23:46.000,侯友宜
681,00:23:46.000,00:23:48.000,謝謝
682,00:23:48.000,00:23:50.000,謝謝
683,00:23:50.000,00:23:52.000,今天謝謝
684,00:23:52.000,00:23:54.000,今天來到
685,00:23:54.000,00:23:56.000,我們客家我認識的
686,00:23:56.000,00:23:58.000,好兄弟們
687,00:23:58.000,00:24:00.000,我們的老大高亮正及立委
688,00:24:00.000,00:24:02.000,以及各位喔
689,00:24:02.000,00:24:04.000,我們就不再直播了
690,00:24:04.000,00:24:06.000,各位請你待一會
691,00:24:06.000,00:24:08.000,現在最辛苦的主剪輯
692,00:24:08.000,00:24:10.000,立委以及各位
693,00:24:10.000,00:24:12.000,客家鄉親
694,00:24:12.000,00:24:14.000,採稿後
695,00:24:14.000,00:24:16.000,客家鄉親是我
696,00:24:16.000,00:24:18.000,最欣佩的主剪輯
697,00:24:18.000,00:24:20.000,客家有定神精神
698,00:24:20.000,00:24:22.000,有忠義精神
699,00:24:22.000,00:24:24.000,更有混動不屑
700,00:24:24.000,00:24:26.000,有不妥協的精神
701,00:24:26.000,00:24:28.000,有見證過客家
702,00:24:28.000,00:24:30.000,鄉親的廣家衛國
703,00:24:30.000,00:24:32.000,也見證客家
704,00:24:32.000,00:24:34.000,為這一塊土地
705,00:24:34.000,00:24:36.000,留下了血留下了汗
706,00:24:36.000,00:24:38.000,台灣
707,00:24:38.000,00:24:40.000,中華民國有今天
708,00:24:40.000,00:24:42.000,客家鄉親勾不可破
709,00:24:42.000,00:24:44.000,尤其
710,00:24:44.000,00:24:46.000,跟桃園
711,00:24:46.000,00:24:48.000,所有的鄉親
712,00:24:48.000,00:24:50.000,感情到底在一起
713,00:24:50.000,00:24:52.000,因為我曾經在這塊土地
714,00:24:52.000,00:24:54.000,跟大家一起並肩共翻
715,00:24:54.000,00:24:56.000,鎖護桃園市的安全
716,00:24:56.000,00:24:58.000,今天
717,00:24:58.000,00:25:00.000,特別到三關大地
718,00:25:00.000,00:25:02.000,我們的十年前
719,00:25:02.000,00:25:04.000,來利用
720,00:25:04.000,00:25:06.000,我們所有的中華民國
721,00:25:06.000,00:25:08.000,所有的台灣人民
722,00:25:08.000,00:25:10.000,所有的客家鄉親
723,00:25:10.000,00:25:12.000,能夠
724,00:25:12.000,00:25:14.000,能夠繼續
725,00:25:14.000,00:25:16.000,跟朋友並肩走在向前
726,00:25:16.000,00:25:18.000,所以今天藉這個機會
727,00:25:18.000,00:25:20.000,在這裡
728,00:25:20.000,00:25:22.000,發表我的
729,00:25:22.000,00:25:24.000,2020未來當中
730,00:25:24.000,00:25:26.000,客家證件
731,00:25:26.000,00:25:28.000,那這客家證件裡面
732,00:25:28.000,00:25:30.000,阿卡安ㄎㄧㄤ
733,00:25:30.000,00:25:32.000,倫伊白ㄎㄧㄤ
734,00:25:32.000,00:25:34.000,這就是
735,00:25:34.000,00:25:36.000,客家
736,00:25:36.000,00:25:38.000,我要講的七世的客座
737,00:25:38.000,00:25:40.000,要閃閃發光
738,00:25:40.000,00:25:42.000,所以這裡面我特別
739,00:25:42.000,00:25:44.000,提出了幾樣證件
740,00:25:44.000,00:25:46.000,重要的證件我講
741,00:25:46.000,00:25:48.000,有一些細節的證件我會在
742,00:25:48.000,00:25:50.000,我的政策團體裡面
743,00:25:50.000,00:25:52.000,再給大家做一個報告
744,00:25:52.000,00:25:54.000,第一個我要大力發展
745,00:25:54.000,00:25:56.000,全台灣七世家的
746,00:25:56.000,00:25:58.000,客座
747,00:25:58.000,00:26:00.000,讓客座能夠閃閃發光
748,00:26:00.000,00:26:02.000,擦亮客座
749,00:26:02.000,00:26:04.000,所有的文化
750,00:26:04.000,00:26:06.000,產業形成的
751,00:26:06.000,00:26:08.000,進度
752,00:26:08.000,00:26:10.000,全台灣七世的客座
753,00:26:10.000,00:26:12.000,做我們的根基
754,00:26:12.000,00:26:14.000,不斷的往前過早
755,00:26:14.000,00:26:16.000,這是我第一個要提出來
756,00:26:16.000,00:26:18.000,第二個
757,00:26:18.000,00:26:20.000,剛剛
758,00:26:20.000,00:26:22.000,廖政群
759,00:26:22.000,00:26:24.000,我們的前任立委說了
760,00:26:24.000,00:26:26.000,我們要成立一個客家文化
761,00:26:26.000,00:26:28.000,產業發展期間
762,00:26:28.000,00:26:30.000,這裡面要提供
763,00:26:30.000,00:26:32.000,一百億的預算
764,00:26:32.000,00:26:34.000,來支持客座的發展
765,00:26:34.000,00:26:36.000,既然客座要發展
766,00:26:36.000,00:26:38.000,就要有文化產業
767,00:26:38.000,00:26:40.000,發展期間
768,00:26:40.000,00:26:42.000,專為客家
769,00:26:42.000,00:26:44.000,文化擦展來做
770,00:26:44.000,00:26:46.000,我只可以編列一百億的
771,00:26:46.000,00:26:48.000,預算
772,00:26:48.000,00:26:50.000,來支持客家
773,00:26:50.000,00:26:52.000,文化發展的產業
774,00:26:52.000,00:26:54.000,期間
775,00:26:54.000,00:26:56.000,作為落實我們客家的
776,00:26:56.000,00:26:58.000,元旭不管是文化產業
777,00:26:58.000,00:27:00.000,照顧年輕朋友
778,00:27:00.000,00:27:02.000,我們大家一起向前走
779,00:27:02.000,00:27:04.000,另外第三個
780,00:27:04.000,00:27:06.000,我們要打造一個在地
781,00:27:06.000,00:27:08.000,青年富有
782,00:27:08.000,00:27:10.000,能夠回到故鄉的人才的產業集合
783,00:27:10.000,00:27:12.000,因為青年
784,00:27:12.000,00:27:14.000,是我們最珍貴的
785,00:27:14.000,00:27:16.000,元旭的文化裡面
786,00:27:16.000,00:27:18.000,最重要的一個力量
787,00:27:18.000,00:27:20.000,所以文化產業也好
788,00:27:20.000,00:27:22.000,產業集合也好
789,00:27:22.000,00:27:24.000,我們都必須要青年人大家一起努力
790,00:27:24.000,00:27:26.000,所以如何讓青年
791,00:27:26.000,00:27:28.000,回鄉暢通厚生
792,00:27:28.000,00:27:30.000,反輔小之路
793,00:27:30.000,00:27:32.000,就是我們必須要盡全力的地方
794,00:27:32.000,00:27:34.000,所以成為客庄發展的新動力
795,00:27:34.000,00:27:36.000,不是只有我們長輩大
796,00:27:36.000,00:27:38.000,青年人回到我們客庄
797,00:27:38.000,00:27:40.000,如果栽培青年人才
798,00:27:40.000,00:27:42.000,回到客庄
799,00:27:42.000,00:27:44.000,這也就是在這一百億裡面
800,00:27:44.000,00:27:46.000,努力青年人回到故鄉
801,00:27:46.000,00:27:48.000,一個有力的時間
802,00:27:48.000,00:27:50.000,當然為了要培養
803,00:27:50.000,00:27:52.000,國家級的客家文藝人才
804,00:27:52.000,00:27:54.000,必須要連結在地
805,00:27:54.000,00:27:56.000,連結在地的客家文化團體
806,00:27:56.000,00:27:58.000,在客家產管之外
807,00:27:58.000,00:28:00.000,全台熄滅
808,00:28:00.000,00:28:02.000,所以客家的文化其實全台灣的
809,00:28:02.000,00:28:06.000,裡面有五分之一的客家人
810,00:28:06.000,00:28:08.000,不是只有在桃園
811,00:28:08.000,00:28:10.000,兩邊有其實在各地都有
812,00:28:10.000,00:28:12.000,所以未來
813,00:28:12.000,00:28:14.000,我還是會全省所
814,00:28:14.000,00:28:16.000,做做客家方
815,00:28:16.000,00:28:18.000,像最近我要到新竹
816,00:28:18.000,00:28:20.000,到高雄縣
817,00:28:20.000,00:28:22.000,到屏東縣
818,00:28:22.000,00:28:24.000,去我們的客家聚落
819,00:28:24.000,00:28:26.000,大家好好聊文化
820,00:28:26.000,00:28:28.000,好好聊產業
821,00:28:28.000,00:28:30.000,送振興青年回故鄉
822,00:28:30.000,00:28:32.000,所以這些文藝
823,00:28:32.000,00:28:34.000,藝文的人才的表演
824,00:28:34.000,00:28:36.000,是要做一個行為表演
825,00:28:36.000,00:28:38.000,不單止善一個單一個典
826,00:28:38.000,00:28:40.000,所以我們要全部都
827,00:28:40.000,00:28:42.000,客家產管期盼全台
828,00:28:42.000,00:28:44.000,這個行為表演
829,00:28:44.000,00:28:46.000,當然最重要我們要有一個量
830,00:28:46.000,00:28:48.000,這個量是什麼
831,00:28:48.000,00:28:50.000,大起殘客每四年
832,00:28:50.000,00:28:52.000,我們要期盼世界客家國籃會
833,00:28:52.000,00:28:54.000,邀請世界客級人士
834,00:28:54.000,00:28:56.000,來台奉向自己
835,00:28:56.000,00:28:58.000,我們四年就拜一次
836,00:28:58.000,00:29:00.000,全世界的客家國籃會
837,00:29:00.000,00:29:02.000,讓台灣成為
838,00:29:02.000,00:29:04.000,世界客家中心
839,00:29:04.000,00:29:06.000,世界的客家中心
840,00:29:06.000,00:29:08.000,一定在台灣
841,00:29:08.000,00:29:10.000,我們四年拜一次世界客家國籃會
842,00:29:10.000,00:29:12.000,最重要的
843,00:29:12.000,00:29:14.000,客家語言
844,00:29:14.000,00:29:16.000,發展
845,00:29:16.000,00:29:18.000,客家語言發展法
846,00:29:18.000,00:29:20.000,說了那麼久都沒有註定
847,00:29:20.000,00:29:22.000,其實語言是一種傳承
848,00:29:22.000,00:29:24.000,是一種很重要的文化力量
849,00:29:24.000,00:29:26.000,所以我們要加速註定
850,00:29:26.000,00:29:28.000,客家語言
851,00:29:28.000,00:29:30.000,發展法
852,00:29:30.000,00:29:32.000,我們快速註定客家語言發展法
853,00:29:32.000,00:29:34.000,讓客家社會
854,00:29:34.000,00:29:36.000,代代相傳
855,00:29:36.000,00:29:38.000,這就是我們的客家
856,00:29:38.000,00:29:40.000,重大的期待和增建
857,00:29:40.000,00:29:42.000,特別藉著
858,00:29:42.000,00:29:44.000,盧賢吉在拼立委
859,00:29:44.000,00:29:46.000,和我並肩作戰對客家鄉親
860,00:29:46.000,00:29:48.000,發聲
861,00:29:48.000,00:29:50.000,以及我們見證了所有多年的老朋友
862,00:29:50.000,00:29:52.000,都是客家鄉親
863,00:29:52.000,00:29:54.000,在土地拼搏的精神
864,00:29:54.000,00:29:56.000,我們繼續努力
865,00:29:56.000,00:29:58.000,未來我有一當選總統
866,00:29:58.000,00:30:00.000,不會一定要過半
867,00:30:00.000,00:30:02.000,不會一定要客家鄉親
868,00:30:02.000,00:30:04.000,客家鄉親多一席
869,00:30:04.000,00:30:06.000,多一份贏家
870,00:30:06.000,00:30:08.000,請記得我們桃園
871,00:30:08.000,00:30:10.000,盧賢吉是我們客家鄉親的代表
872,00:30:10.000,00:30:12.000,大家一定要支持他
873,00:30:12.000,00:30:14.000,高票當選
874,00:30:14.000,00:30:16.000,希望以所有的力量
875,00:30:16.000,00:30:18.000,讓盧賢吉
876,00:30:18.000,00:30:20.000,高票當選立委
877,00:30:20.000,00:30:22.000,謝謝大家
878,00:30:22.000,00:30:24.000,謝謝
879,00:30:24.000,00:30:28.000,謝謝我們的總統候選人
880,00:30:28.000,00:30:30.000,對我們的客家鄉親
881,00:30:30.000,00:30:32.000,這麼的支持這麼的幫忙
882,00:30:32.000,00:30:34.000,100億的客家基金
883,00:30:34.000,00:30:36.000,客家發展基金
884,00:30:36.000,00:30:38.000,對我們客家人來講
885,00:30:38.000,00:30:40.000,對我們客家村落來講
886,00:30:40.000,00:30:42.000,都是一筆非常大的助益
887,00:30:42.000,00:30:44.000,我們再次掌聲謝謝我們的總統候選人
888,00:30:44.000,00:30:46.000,侯宥儀
889,00:30:46.000,00:30:48.000,我希望我們客家鄉親
890,00:30:48.000,00:30:50.000,也把我們最大的力量都給他
891,00:30:50.000,00:30:52.000,好不好
892,00:30:52.000,00:30:54.000,我們也要祝福他高票當選好不好
893,00:30:54.000,00:30:56.000,好
894,00:30:56.000,00:30:58.000,現在我們一定要呼喊
895,00:30:58.000,00:31:00.000,動森的口號
896,00:31:00.000,00:31:02.000,一定要用我們洪荒之力
897,00:31:02.000,00:31:04.000,開始了
898,00:31:04.000,00:31:06.000,侯宥儀動森
899,00:31:06.000,00:31:08.000,侯宥儀動森
900,00:31:08.000,00:31:10.000,宥儀宥儀侯宥儀
901,00:31:10.000,00:31:12.000,動森動森動森
902,00:31:12.000,00:31:14.000,OK謝謝
903,00:31:14.000,00:31:16.000,謝謝我們總統候選人
904,00:31:16.000,00:31:18.000,動學啦動學
905,00:31:18.000,00:31:20.000,要來一個客家話
906,00:31:20.000,00:31:22.000,怎麼講
907,00:31:22.000,00:31:32.000,侯宥儀動森
908,00:31:32.000,00:31:34.000,侯宥儀動森
909,00:31:34.000,00:31:36.000,宥儀宥儀
910,00:31:36.000,00:31:38.000,侯宥儀動森
911,00:31:38.000,00:31:40.000,動森動森動森
912,00:31:40.000,00:31:44.000,宅黑口優異
913,00:31:44.000,00:31:46.000,動森動森動森
914,00:31:46.000,00:31:50.000,宅黑口優異
915,00:31:50.000,00:31:52.000,動森動森動森
916,00:31:52.000,00:31:54.000,宅黑口優異
917,00:31:54.000,00:31:56.000,宅黑口優異
918,00:31:56.000,00:31:58.000,宅黑口優異
919,00:31:58.000,00:32:00.000,宅黑口優異
920,00:32:00.000,00:32:02.000,宅黑口優異
921,00:32:02.000,00:32:04.000,宅黑口優異
922,00:32:04.000,00:32:06.000,宅黑口優異
923,00:32:06.000,00:32:08.000,宅黑口優異
924,00:32:08.000,00:32:10.000,宅黑口優異
925,00:32:10.000,00:32:12.000,宅黑口優異
926,00:32:12.000,00:32:14.000,宅黑口優異
927,00:32:14.000,00:32:16.000,宅黑口優異
928,00:32:16.000,00:32:18.000,宅黑口優異
929,00:32:18.000,00:32:20.000,宅黑口優異
930,00:32:20.000,00:32:22.000,宅黑口優異
931,00:32:22.000,00:32:24.000,宅黑口優異
932,00:32:24.000,00:32:26.000,宅黑口優異
933,00:32:26.000,00:32:28.000,宅黑口優異
934,00:32:28.000,00:32:30.000,宅黑口優異
935,00:32:30.000,00:32:32.000,宅黑口優異
936,00:32:32.000,00:32:34.000,宅黑口優異
937,00:32:34.000,00:32:36.000,宅黑口優異
938,00:32:36.000,00:32:38.000,宅黑口優異
939,00:32:38.000,00:32:40.000,宅黑口優異
940,00:32:40.000,00:32:42.000,宅黑口優異
941,00:32:42.000,00:32:44.000,宅黑口優異
942,00:32:44.000,00:32:46.000,宅黑口優異
943,00:32:46.000,00:32:48.000,宅黑口優異
944,00:32:48.000,00:32:50.000,宅黑口優異
945,00:32:50.000,00:32:52.000,宅黑口優異
946,00:32:52.000,00:32:54.000,宅黑口優異
947,00:32:54.000,00:32:56.000,宅黑口優異
948,00:32:56.000,00:32:58.000,宅黑口優異
949,00:32:58.000,00:33:00.000,宅黑口優異
950,00:33:00.000,00:33:02.000,宅黑口優異
951,00:33:02.000,00:33:04.000,宅黑口優異
952,00:33:04.000,00:33:06.000,宅黑口優異
953,00:33:06.000,00:33:08.000,宅黑口優異
954,00:33:08.000,00:33:10.000,宅黑口優異
955,00:33:10.000,00:33:12.000,宅黑口優異
956,00:33:12.000,00:33:14.000,宅黑口優異
957,00:33:14.000,00:33:16.000,宅黑口優異
958,00:33:16.000,00:33:18.000,宅黑口優異
959,00:33:18.000,00:33:20.000,宅黑口優異
960,00:33:20.000,00:33:22.000,宅黑口優異
961,00:33:22.000,00:33:24.000,宅黑口優異
962,00:33:24.000,00:33:26.000,宅黑口優異
963,00:33:26.000,00:33:28.000,宅黑口優異
964,00:33:28.000,00:33:30.000,宅黑口優異
965,00:33:30.000,00:33:32.000,宅黑口優異
966,00:33:32.000,00:33:34.000,宅黑口優異
967,00:33:34.000,00:33:36.000,宅黑口優異
968,00:33:36.000,00:33:38.000,宅黑口優異
969,00:33:38.000,00:33:40.000,宅黑口優異
970,00:33:40.000,00:33:42.000,宅黑口優異
971,00:33:42.000,00:33:44.000,宅黑口優異
972,00:33:44.000,00:33:46.000,宅黑口優異
973,00:33:46.000,00:33:48.000,宅黑口優異
974,00:33:48.000,00:33:50.000,宅黑口優異
975,00:33:50.000,00:33:52.000,宅黑口優異
976,00:33:52.000,00:33:54.000,宅黑口優異
977,00:33:54.000,00:33:56.000,宅黑口優異
978,00:33:56.000,00:33:58.000,宅黑口優異
979,00:33:58.000,00:34:00.000,宅黑口優異
980,00:34:00.000,00:34:02.000,宅黑口優異
981,00:34:02.000,00:34:04.000,宅黑口優異
982,00:34:04.000,00:34:06.000,宅黑口優異
983,00:34:06.000,00:34:08.000,宅黑口優異
984,00:34:08.000,00:34:10.000,宅黑口優異
985,00:34:10.000,00:34:12.000,宅黑口優異
986,00:34:12.000,00:34:14.000,宅黑口優異
987,00:34:14.000,00:34:16.000,宅黑口優異
988,00:34:16.000,00:34:18.000,宅黑口優異
989,00:34:18.000,00:34:20.000,宅黑口優異
990,00:34:20.000,00:34:22.000,宅黑口優異
991,00:34:22.000,00:34:24.000,宅黑口優異
992,00:34:24.000,00:34:26.000,宅黑口優異
993,00:34:26.000,00:34:28.000,宅黑口優異
994,00:34:28.000,00:34:30.000,宅黑口優異
995,00:34:30.000,00:34:32.000,宅黑口優異
996,00:34:32.000,00:34:34.000,宅黑口優異
997,00:34:34.000,00:34:36.000,宅黑口優異
998,00:34:36.000,00:34:38.000,宅黑口優異
999,00:34:38.000,00:34:40.000,宅黑口優異
1000,00:34:40.000,00:34:42.000,宅黑口優異
1001,00:34:42.000,00:34:44.000,宅黑口優異
1002,00:34:44.000,00:34:46.000,宅黑口優異
1003,00:34:46.000,00:34:48.000,宅黑口優異
1004,00:34:48.000,00:34:50.000,宅黑口優異
1005,00:34:50.000,00:34:52.000,宅黑口優異
1006,00:34:52.000,00:34:54.000,宅黑口優異
1007,00:34:54.000,00:34:56.000,宅黑口優異
1008,00:34:56.000,00:34:58.000,宅黑口優異
1009,00:34:58.000,00:35:00.000,宅黑口優異
1010,00:35:00.000,00:35:02.000,宅黑口優異
1011,00:35:02.000,00:35:04.000,宅黑口優異
1012,00:35:04.000,00:35:06.000,宅黑口優異
1013,00:35:06.000,00:35:08.000,宅黑口優異
1014,00:35:08.000,00:35:10.000,宅黑口優異
1015,00:35:10.000,00:35:12.000,宅黑口優異
1016,00:35:12.000,00:35:14.000,宅黑口優異
1017,00:35:14.000,00:35:16.000,宅黑口優異
1018,00:35:16.000,00:35:18.000,宅黑口優異
1019,00:35:18.000,00:35:20.000,宅黑口優異
1020,00:35:20.000,00:35:22.000,宅黑口優異
1021,00:35:22.000,00:35:24.000,宅黑口優異
1022,00:35:24.000,00:35:26.000,宅黑口優異
1023,00:35:26.000,00:35:28.000,宅黑口優異
1024,00:35:28.000,00:35:30.000,宅黑口優異
1025,00:35:30.000,00:35:32.000,宅黑口優異
1026,00:35:32.000,00:35:34.000,宅黑口優異
1027,00:35:34.000,00:35:36.000,宅黑口優異
1028,00:35:36.000,00:35:38.000,宅黑口優異
1029,00:35:38.000,00:35:40.000,宅黑口優異
1030,00:35:40.000,00:35:42.000,宅黑口優異
1031,00:35:42.000,00:35:44.000,宅黑口優異
1032,00:35:44.000,00:35:46.000,宅黑口優異
1033,00:35:46.000,00:35:48.000,宅黑口優異
1034,00:35:48.000,00:35:50.000,宅黑口優異
1035,00:35:50.000,00:35:52.000,宅黑口優異
1036,00:35:52.000,00:35:54.000,宅黑口優異
1037,00:35:54.000,00:35:56.000,宅黑口優異
1038,00:35:56.000,00:35:58.000,宅黑口優異
1039,00:35:58.000,00:36:00.000,宅黑口優異
1040,00:36:00.000,00:36:02.000,宅黑口優異
1041,00:36:02.000,00:36:04.000,宅黑口優異
1042,00:36:04.000,00:36:06.000,宅黑口優異
1043,00:36:06.000,00:36:08.000,宅黑口優異
1044,00:36:08.000,00:36:10.000,宅黑口優異
1045,00:36:10.000,00:36:12.000,宅黑口優異
1046,00:36:12.000,00:36:14.000,宅黑口優異
1047,00:36:14.000,00:36:16.000,宅黑口優異
1048,00:36:16.000,00:36:18.000,宅黑口優異
1049,00:36:18.000,00:36:20.000,宅黑口優異
1050,00:36:20.000,00:36:22.000,宅黑口優異
1051,00:36:22.000,00:36:24.000,宅黑口優異
1052,00:36:24.000,00:36:26.000,宅黑口優異
1053,00:36:26.000,00:36:28.000,宅黑口優異
1054,00:36:28.000,00:36:30.000,宅黑口優異
1055,00:36:30.000,00:36:32.000,宅黑口優異
1056,00:36:32.000,00:36:34.000,宅黑口優異
1057,00:36:34.000,00:36:36.000,宅黑口優異
1058,00:36:36.000,00:36:38.000,宅黑口優異
1059,00:36:38.000,00:36:40.000,宅黑口優異
1060,00:36:40.000,00:36:42.000,宅黑口優異
1061,00:36:42.000,00:36:44.000,宅黑口優異
1062,00:36:44.000,00:36:46.000,宅黑口優異
1063,00:36:46.000,00:36:48.000,宅黑口優異
1064,00:36:48.000,00:36:50.000,宅黑口優異
1065,00:36:50.000,00:36:52.000,宅黑口優異
