segment,from,to,text
514,00:21:16.800,00:21:18.800,"阿公、阿嬤,我們剛才跟胡市長這樣"
515,00:21:18.800,00:21:20.800,互動有開心嗎
516,00:21:20.800,00:21:22.800,"有喔,很開心"
517,00:21:22.800,00:21:24.800,"好,我們現在胡市長"
518,00:21:24.800,00:21:26.800,有夠開心
519,00:21:26.800,00:21:27.800,阿米西亞
520,00:21:27.800,00:21:30.800,我們現在請胡市長來跟我們長輩
521,00:21:30.800,00:21:32.800,還有我們機構這邊講幾句話
522,00:21:32.800,00:21:33.800,然後
523,00:21:33.800,00:21:34.800,胡市長請
524,00:21:34.800,00:21:35.800,歡迎
525,00:21:35.800,00:21:36.800,對
526,00:21:36.800,00:21:37.800,好
527,00:21:37.800,00:21:39.800,請
528,00:21:39.800,00:21:42.800,請我們的總統參選人胡市長
529,00:21:42.800,00:21:44.800,幫我們支持一下
530,00:21:44.800,00:21:46.800,好
531,00:21:46.800,00:21:49.800,各位議事長、好朋友
532,00:21:49.800,00:21:51.800,今天胡友宜
533,00:21:51.800,00:21:54.800,"在新北市做市長,我是出國的家庭孩子"
534,00:21:54.800,00:21:57.800,"來到這裡,富里之家來看市長"
535,00:21:57.800,00:21:59.800,市長就有這個機會
536,00:21:59.800,00:22:01.800,給我們台灣
537,00:22:01.800,00:22:02.800,很多中部
538,00:22:02.800,00:22:04.800,因為年紀高
539,00:22:04.800,00:22:07.800,越來越大
540,00:22:07.800,00:22:09.800,阿孩子、阿嬤都安全照顧大家
541,00:22:09.800,00:22:10.800,所以
542,00:22:10.800,00:22:12.800,在這個孩子不安全照顧大家
543,00:22:12.800,00:22:15.800,中間政府要有一些接應
544,00:22:15.800,00:22:18.800,要扛起照顧大家的責任
545,00:22:18.800,00:22:19.800,讓我們的
546,00:22:19.800,00:22:20.800,長照
547,00:22:20.800,00:22:22.800,所謂長期的照顧
548,00:22:22.800,00:22:24.800,大家都能夠得到
549,00:22:24.800,00:22:26.800,完整的看護
550,00:22:26.800,00:22:28.800,所以我今天特別
551,00:22:28.800,00:22:29.800,藉富里之家
552,00:22:29.800,00:22:31.800,跟各位長輩
553,00:22:31.800,00:22:33.800,在這裡集聚一堂的時刻
554,00:22:33.800,00:22:35.800,來跟我說
555,00:22:35.800,00:22:37.800,胡友宜要當總統
556,00:22:37.800,00:22:39.800,要來改變
557,00:22:39.800,00:22:41.800,我們中北越來越老
558,00:22:41.800,00:22:42.800,越多人需要照顧
559,00:22:42.800,00:22:44.800,我們政府要怎麼做
560,00:22:44.800,00:22:46.800,我第一個主張
561,00:22:46.800,00:22:47.800,第一個主張
562,00:22:47.800,00:22:49.800,就是長照再升級
563,00:22:49.800,00:22:51.800,照顧全面化
564,00:22:51.800,00:22:53.800,最主要
565,00:22:53.800,00:22:56.800,就是要開辦長照保險
566,00:22:56.800,00:22:58.800,因為政府的資源
567,00:22:58.800,00:23:00.800,並不是很多
568,00:23:00.800,00:23:02.800,往往只靠移徵稅
569,00:23:02.800,00:23:04.800,跟菸菸
570,00:23:04.800,00:23:07.800,往往是沒有辦法把財運穩定
571,00:23:07.800,00:23:09.800,所以政府要托下更多的資源
572,00:23:09.800,00:23:11.800,讓長照保險
573,00:23:11.800,00:23:13.800,來補這一塊
574,00:23:13.800,00:23:14.800,第二個
575,00:23:14.800,00:23:16.800,要提高重度輸能者
576,00:23:16.800,00:23:18.800,要給予的額度
577,00:23:18.800,00:23:20.800,要4000塊
578,00:23:20.800,00:23:22.800,一個月要4000塊
579,00:23:22.800,00:23:24.800,來照顧大家
580,00:23:24.800,00:23:26.800,原本沒有這麼高
581,00:23:26.800,00:23:28.800,我們要把它提升到
582,00:23:28.800,00:23:30.800,幾戶額度對重度輸能者
583,00:23:30.800,00:23:32.800,每個月要4000塊
584,00:23:32.800,00:23:36.800,至於自治型的補助
585,00:23:36.800,00:23:38.800,這個機構像你們住在這個地方
586,00:23:38.800,00:23:40.800,機構的補助
587,00:23:40.800,00:23:42.800,每年12萬
588,00:23:42.800,00:23:44.800,要提高到24萬
589,00:23:44.800,00:23:46.800,提高到2倍
590,00:23:46.800,00:23:49.800,現階段的政府是6萬到12萬
591,00:23:49.800,00:23:51.800,我們現在把它提高到
592,00:23:51.800,00:23:53.800,12萬到24萬
593,00:23:53.800,00:23:54.800,提高到2倍
594,00:23:54.800,00:23:56.800,因為各位住在這個地方
595,00:23:56.800,00:23:58.800,現在每個月
596,00:23:58.800,00:24:00.800,有了自治型的機構
597,00:24:00.800,00:24:02.800,其實每個月
598,00:24:02.800,00:24:04.800,平均的戶會有了3萬到4萬
599,00:24:04.800,00:24:06.800,那我們必須
600,00:24:06.800,00:24:08.800,政府要多付一點心力
601,00:24:08.800,00:24:10.800,來照顧大家
602,00:24:10.800,00:24:12.800,所以每年我們把12萬年
603,00:24:12.800,00:24:14.800,提高到24萬年
604,00:24:14.800,00:24:18.800,至於推動長照PLUS
605,00:24:18.800,00:24:20.800,希望能夠重度
606,00:24:20.800,00:24:22.800,輸能家庭
607,00:24:22.800,00:24:24.800,能夠多元全面
608,00:24:24.800,00:24:26.800,24小時的照顧服務
609,00:24:26.800,00:24:29.800,多元性的各種不同的類型
610,00:24:29.800,00:24:33.800,對長照的家的改變
611,00:24:33.800,00:24:35.800,我們希望更能夠全面
612,00:24:35.800,00:24:38.800,尤其照顧重度輸能家庭
613,00:24:38.800,00:24:40.800,用多元化來幫助大家
614,00:24:40.800,00:24:42.800,那當然我有第二個主張
615,00:24:42.800,00:24:46.800,就是說住在醫院裡面的看護
616,00:24:46.800,00:24:52.800,能夠照顧到所有這些長輩們
617,00:24:52.800,00:24:54.800,讓家屬能夠減輕負擔
618,00:24:54.800,00:24:56.800,所以住院有看護
619,00:24:56.800,00:24:58.800,因為有的人住院沒有看護
620,00:24:58.800,00:24:59.800,那為什麼沒有看護
621,00:24:59.800,00:25:00.800,第一個負擔
622,00:25:00.800,00:25:02.800,第二個一是醫院
623,00:25:02.800,00:25:05.800,他必須要實施前者照護
624,00:25:05.800,00:25:07.800,要全部醫院來照顧
625,00:25:07.800,00:25:11.800,所以看護由醫院來統聘統訓
626,00:25:11.800,00:25:13.800,那如果醫院統聘統訓
627,00:25:13.800,00:25:15.800,醫療你住在北醫院
628,00:25:15.800,00:25:17.800,有的人來照顧
629,00:25:17.800,00:25:19.800,當時可以解決看護
630,00:25:19.800,00:25:21.800,你要找也很困難
631,00:25:21.800,00:25:23.800,所以用這樣的方式
632,00:25:23.800,00:25:26.800,讓我們醫院負起前者看護的責任
633,00:25:26.800,00:25:28.800,前者照護的責任
634,00:25:28.800,00:25:30.800,那前者照護讓大家都能夠得到
635,00:25:30.800,00:25:32.800,在看病的時候家屬也可以
636,00:25:32.800,00:25:35.800,因為前者照護可以減輕負擔
637,00:25:35.800,00:25:37.800,當然最重要的就是支持照顧者
638,00:25:37.800,00:25:39.800,人照顧的人
639,00:25:39.800,00:25:41.800,支持照顧者他有經濟的壓力
640,00:25:41.800,00:25:44.800,如果讓他的經濟壓力能夠減少
641,00:25:44.800,00:25:46.800,所以照顧者在你家照顧
642,00:25:46.800,00:25:47.800,有的在你家照顧
643,00:25:47.800,00:25:49.800,有的在家照顧
644,00:25:49.800,00:25:51.800,照顧者要怎麼減輕他的經濟壓力
645,00:25:51.800,00:25:54.800,第一個擴大長期照顧
646,00:25:54.800,00:25:58.800,以高齡養父特別的扣除額
647,00:25:58.800,00:26:00.800,就是說我們教學特別扣除額
648,00:26:00.800,00:26:03.800,由十萬萬年上升至十八萬年
649,00:26:03.800,00:26:05.800,年滿八十五歲以上
650,00:26:05.800,00:26:07.800,也可以來試用
651,00:26:07.800,00:26:10.800,就是說我們的水可以減少一半
652,00:26:10.800,00:26:12.800,當然還有第二個
653,00:26:12.800,00:26:15.800,那對花放重度失能者
654,00:26:15.800,00:26:18.800,家庭的照顧者的今天
655,00:26:18.800,00:26:23.800,在照顧人的照顧者的今天
656,00:26:23.800,00:26:25.800,在家裡面的照顧者的今天
657,00:26:25.800,00:26:26.800,如何把它提升
658,00:26:26.800,00:26:29.800,那每月我們就要花五千塊
659,00:26:29.800,00:26:30.800,每月花五千塊
660,00:26:30.800,00:26:32.800,對照顧家庭的照顧者
661,00:26:32.800,00:26:35.800,今天每月就花五千塊
662,00:26:35.800,00:26:37.800,當然我們要提供
663,00:26:37.800,00:26:40.800,失能家庭前職照顧者
664,00:26:40.800,00:26:42.800,如果你要照顧五年以後
665,00:26:42.800,00:26:43.800,因為照顧五年以後
666,00:26:43.800,00:26:45.800,基本上要回到職財的可能性
667,00:26:45.800,00:26:46.800,就比較少
668,00:26:46.800,00:26:48.800,所以要增加國民聯金
669,00:26:48.800,00:26:50.800,給付的金額
670,00:26:50.800,00:26:52.800,每月五千塊
671,00:26:52.800,00:26:55.800,所以因為我們照顧五年以後
672,00:26:55.800,00:26:56.800,在回去找人
673,00:26:56.800,00:26:59.800,所以原則上就要增加國民聯金
674,00:26:59.800,00:27:01.800,給付金額
675,00:27:01.800,00:27:02.800,每個月五千塊
676,00:27:02.800,00:27:04.800,讓家庭照顧者
677,00:27:04.800,00:27:06.800,超過五年以上多一點補助
678,00:27:06.800,00:27:08.800,這就是我最近的一些長照
679,00:27:08.800,00:27:11.800,當然我也提過巴士量表的問題
680,00:27:11.800,00:27:14.800,巴士量表是我率先提出來
681,00:27:14.800,00:27:16.800,所以巴士最上的巴士量表
682,00:27:16.800,00:27:19.800,就免這個巴士量表了
683,00:27:19.800,00:27:20.800,那70歲到79歲
684,00:27:20.800,00:27:22.800,只要挨著二級或是有一些重病患
685,00:27:22.800,00:27:24.800,就免巴士量表
686,00:27:24.800,00:27:25.800,這我早期已經先提過
687,00:27:25.800,00:27:27.800,當然還有很多的長照
688,00:27:27.800,00:27:29.800,我都陸陸續續把它完整的說清楚
689,00:27:29.800,00:27:31.800,今天藉這個機會
690,00:27:31.800,00:27:35.800,剛好各位都是住室型機構的長照
691,00:27:35.800,00:27:37.800,所以也跟長輩報告一下
692,00:27:37.800,00:27:39.800,讓我們的事實
693,00:27:39.800,00:27:43.800,讓我們的政府對大家補助多一點
694,00:27:43.800,00:27:45.800,所以這就是我提出來的政策
695,00:27:45.800,00:27:49.800,希望我們長輩們
696,00:27:49.800,00:27:52.800,我們的長輩可以在這個地方過更好的生活
697,00:27:52.800,00:27:54.800,讓孩子有空再照顧
698,00:27:54.800,00:27:56.800,讓孩子主要是買你的營養品
699,00:27:56.800,00:27:58.800,你說買啞皮
700,00:27:58.800,00:28:00.800,買一些啞皮 買水果 買一些水
701,00:28:00.800,00:28:02.800,啞皮安素
702,00:28:02.800,00:28:04.800,你要讀得比較清楚
703,00:28:04.800,00:28:06.800,啞皮安素
704,00:28:06.800,00:28:08.800,你們大家過得好嗎
705,00:28:08.800,00:28:10.800,心得還好嗎
706,00:28:10.800,00:28:12.800,感謝大家 謝謝大家
707,00:28:12.800,00:28:14.800,我們市長留步
708,00:28:14.800,00:28:16.800,因為阿公阿嬤我們這邊大合影一下
709,00:28:16.800,00:28:18.800,那我們的媒體朋友要不要轉來前面
710,00:28:18.800,00:28:21.800,我們要跟阿公阿嬤大合影
711,00:28:21.800,00:28:23.800,來觀察這個
712,00:28:23.800,00:28:46.800,(小朋友在講話)
713,00:28:46.800,00:28:48.800,到後面這邊
714,00:28:48.800,00:28:50.800,我們媒體記者請到前台喔
715,00:28:50.800,00:28:53.800,我們的工作人員也可以進來
716,00:28:53.800,00:28:55.800,我們要大合影
717,00:28:55.800,00:29:13.800,(小朋友在講話)
718,00:29:13.800,00:29:15.800,來 我們執行長也進來喔
719,00:29:15.800,00:29:17.800,我們的工作人員也都進來
720,00:29:17.800,00:29:19.800,我們的翁從軍立委來
721,00:29:19.800,00:29:21.800,我們的工作人員也進來喔
722,00:29:21.800,00:29:25.800,(小朋友在講話)
723,00:29:25.800,00:29:27.800,阿公阿嬤
724,00:29:27.800,00:29:29.800,我們現在來去一個最佳比讚好不好
725,00:29:29.800,00:29:31.800,阿公阿嬤來
726,00:29:31.800,00:29:33.800,給 華東有讚嗎
727,00:29:33.800,00:29:35.800,讚
728,00:29:35.800,00:29:37.800,我們越南內華有讚嗎
729,00:29:37.800,00:29:39.800,好 侯市長有讚嗎
730,00:29:39.800,00:29:41.800,讚
731,00:29:41.800,00:29:43.800,還有比一個耶啦
732,00:29:43.800,00:29:52.800,耶
733,00:29:52.800,00:29:53.800,OK了
734,00:29:53.800,00:29:56.800,那我們媒體朋友再請回到剛才的媒體區
735,00:29:56.800,00:29:58.800,我們侯市長這邊
736,00:29:58.800,00:30:00.800,我們的全部工作人員請到前面
737,00:30:00.800,00:30:05.800,我們跟侯市長唱一個期待再相會
738,00:30:05.800,00:30:07.800,我們的貴賓會唱的
739,00:30:07.800,00:30:10.800,貴賓也到我們的前台喔
740,00:30:10.800,00:30:13.800,外面也幫你照照 謝謝
741,00:30:13.800,00:30:15.800,我們家人趕快拿出去吧
742,00:30:15.800,00:30:18.800,我們的市長跟我們的貴賓
743,00:30:18.800,00:30:20.800,還有我們的工作人員請到我們的前台
744,00:30:20.800,00:30:22.800,我有多一個問題喔 你看一下
745,00:30:22.800,00:30:24.800,阿公阿嬤請你唱一個歌
746,00:30:24.800,00:30:26.800,讓我們唱一台再相會好了
747,00:30:26.800,00:30:28.800,好
748,00:30:28.800,00:30:32.800,(小朋友在講話)
749,00:30:32.800,00:30:44.800,(小朋友在講話)
750,00:30:44.800,00:30:54.800,(小朋友在講話)
751,00:30:54.800,00:31:10.800,(小朋友在講話)
752,00:31:10.800,00:31:24.800,(小朋友在講話)
753,00:31:24.800,00:31:52.800,(小朋友在講話)
754,00:31:52.800,00:32:04.800,(小朋友在講話)
755,00:32:04.800,00:32:24.800,(小朋友在講話)
756,00:32:24.800,00:32:44.800,(小朋友在講話)
757,00:32:44.800,00:33:02.800,(小朋友在講話)
758,00:33:02.800,00:33:22.800,(小朋友在講話)
759,00:33:22.800,00:33:48.800,(小朋友在講話)
760,00:33:48.800,00:33:54.800,(小朋友在講話)
761,00:33:54.800,00:34:04.800,(小朋友在講話)
762,00:34:04.800,00:34:20.800,(小朋友在講話)
763,00:34:20.800,00:34:42.800,(小朋友在講話)
764,00:34:42.800,00:34:52.800,(小朋友在講話)
765,00:34:52.800,00:35:02.800,(小朋友在講話)
766,00:35:02.800,00:35:12.800,(小朋友在講話)
767,00:35:12.800,00:35:22.800,(小朋友在講話)
768,00:35:22.800,00:35:32.800,(小朋友在講話)
769,00:35:32.800,00:35:42.800,(小朋友在講話)
770,00:35:42.800,00:35:52.800,(小朋友在講話)
771,00:35:52.800,00:36:02.800,(小朋友在講話)
772,00:36:02.800,00:36:12.800,(小朋友在講話)
773,00:36:12.800,00:36:22.800,(小朋友在講話)
774,00:36:22.800,00:36:32.800,(小朋友在講話)
775,00:36:32.800,00:36:42.800,(小朋友在講話)
776,00:36:42.800,00:36:52.800,(小朋友在講話)
777,00:36:52.800,00:37:02.800,(小朋友在講話)
778,00:37:02.800,00:37:12.800,(小朋友在講話)
779,00:37:12.800,00:37:22.800,(小朋友在講話)
780,00:37:22.800,00:37:32.800,(小朋友在講話)
781,00:37:32.800,00:37:42.800,(小朋友在講話)
782,00:37:42.800,00:37:52.800,(小朋友在講話)
783,00:37:52.800,00:38:02.800,(小朋友在講話)
784,00:38:02.800,00:38:12.800,(小朋友在講話)
785,00:38:12.800,00:38:22.800,(小朋友在講話)
786,00:38:22.800,00:38:32.800,(小朋友在講話)
787,00:38:32.800,00:38:42.800,(小朋友在講話)
788,00:38:42.800,00:38:52.800,(小朋友在講話)
789,00:38:52.800,00:39:02.800,(小朋友在講話)
790,00:39:02.800,00:39:12.800,(小朋友在講話)
791,00:39:12.800,00:39:22.800,(小朋友在講話)
792,00:39:22.800,00:39:32.800,(小朋友在講話)
793,00:39:32.800,00:39:42.800,(小朋友在講話)
794,00:39:42.800,00:39:52.800,(小朋友在講話)
795,00:39:52.800,00:40:02.800,(小朋友在講話)
796,00:40:02.800,00:40:12.800,(小朋友在講話)
797,00:40:12.800,00:40:22.800,(小朋友在講話)
798,00:40:22.800,00:40:32.800,(小朋友在講話)
799,00:40:32.800,00:40:42.800,(小朋友在講話)
800,00:40:42.800,00:40:52.800,(小朋友在講話)
801,00:40:52.800,00:41:02.800,(小朋友在講話)
802,00:41:02.800,00:41:12.800,(小朋友在講話)
803,00:41:12.800,00:41:22.800,(小朋友在講話)
804,00:41:22.800,00:41:32.800,(小朋友在講話)
805,00:41:32.800,00:41:42.800,(小朋友在講話)
806,00:41:42.800,00:41:52.800,(小朋友在講話)
807,00:41:52.800,00:42:02.800,(小朋友在講話)
808,00:42:02.800,00:42:12.800,(小朋友在講話)
809,00:42:12.800,00:42:22.800,(小朋友在講話)
810,00:42:22.800,00:42:32.800,(小朋友在講話)
811,00:42:32.800,00:42:42.800,(小朋友在講話)
812,00:42:42.800,00:42:52.800,(小朋友在講話)
813,00:42:52.800,00:43:02.800,(小朋友在講話)
814,00:43:02.800,00:43:12.800,(小朋友在講話)
815,00:43:12.800,00:43:22.800,(小朋友在講話)
816,00:43:22.800,00:43:32.800,(小朋友在講話)
817,00:43:32.800,00:43:42.800,(小朋友在講話)
818,00:43:42.800,00:43:52.800,(小朋友在講話)
819,00:43:52.800,00:44:02.800,(小朋友在講話)
820,00:44:02.800,00:44:12.800,(小朋友在講話)
821,00:44:12.800,00:44:22.800,(小朋友在講話)
822,00:44:22.800,00:44:32.800,(小朋友在講話)
823,00:44:32.800,00:44:42.800,(小朋友在講話)
824,00:44:42.800,00:44:52.800,(小朋友在講話)
825,00:44:52.800,00:45:02.800,(小朋友在講話)
826,00:45:02.800,00:45:12.800,(小朋友在講話)
827,00:45:12.800,00:45:22.800,(小朋友在講話)
828,00:45:22.800,00:45:32.800,(小朋友在講話)
829,00:45:32.800,00:45:34.800,(字幕製作:J Chong)
830,00:45:34.800,00:45:44.800,(字幕製作:J Chong)
831,00:45:44.800,00:45:54.800,(字幕製作:J Chong)
832,00:45:54.800,00:46:04.800,(字幕製作:J Chong)
833,00:46:04.800,00:46:14.800,(字幕製作:J Chong)
834,00:46:14.800,00:46:24.800,(字幕製作:J Chong)
