segment,from,to,text
481,00:18:27.400,00:18:29.400,你現在還在那邊
482,00:18:29.400,00:18:31.400,我去找你
483,00:18:31.400,00:18:33.400,你現在還在那邊
484,00:18:33.400,00:18:35.400,我去找你
485,00:18:35.400,00:18:37.400,你現在還在那邊
486,00:18:37.400,00:18:39.400,我去找你
487,00:18:39.400,00:18:41.400,你現在還在那邊
488,00:18:41.400,00:18:43.400,我去找你
489,00:18:43.400,00:18:45.400,你現在還在那邊
490,00:18:45.400,00:18:47.400,我去找你
491,00:18:47.400,00:18:49.400,你現在還在那邊
492,00:18:49.400,00:18:51.400,我去找你
493,00:18:51.400,00:18:53.400,你現在還在那邊
494,00:18:53.400,00:18:55.400,我去找你
495,00:18:55.400,00:18:57.400,你現在還在那邊
496,00:18:57.400,00:18:59.400,我去找你
497,00:18:59.400,00:19:01.400,你現在還在那邊
498,00:19:01.400,00:19:03.400,我去找你
499,00:19:03.400,00:19:05.400,你現在還在那邊
500,00:19:05.400,00:19:07.400,我去找你
501,00:19:07.400,00:19:09.400,你現在還在那邊
502,00:19:09.400,00:19:11.400,我去找你
503,00:19:11.400,00:19:13.400,你現在還在那邊
504,00:19:13.400,00:19:15.400,我去找你
505,00:19:15.400,00:19:17.400,你現在還在那邊
506,00:19:17.400,00:19:19.400,我去找你
507,00:19:19.400,00:19:21.400,你現在還在那邊
508,00:19:21.400,00:19:23.400,我去找你
509,00:19:23.400,00:19:25.400,你現在還在那邊
510,00:19:25.400,00:19:27.400,我去找你
511,00:19:27.400,00:19:29.400,你現在還在那邊
512,00:19:29.400,00:19:31.400,我去找你
513,00:19:31.400,00:19:33.400,你現在還在那邊
514,00:19:33.400,00:19:35.400,我去找你
515,00:19:35.400,00:19:37.400,你現在還在那邊
516,00:19:37.400,00:19:39.400,我去找你
517,00:19:39.400,00:19:41.400,你現在還在那邊
518,00:19:41.400,00:19:43.400,我去找你
519,00:19:43.400,00:19:45.400,你現在還在那邊
520,00:19:45.400,00:19:47.400,我去找你
521,00:19:47.400,00:19:49.400,你現在還在那邊
522,00:19:49.400,00:19:51.400,我去找你
523,00:19:51.400,00:19:53.400,你現在還在那邊
524,00:19:53.400,00:19:55.400,我去找你
525,00:19:55.400,00:19:57.400,你現在還在那邊
526,00:19:57.400,00:19:59.400,我去找你
527,00:19:59.400,00:20:01.400,你現在還在那邊
528,00:20:01.400,00:20:03.400,我去找你
529,00:20:03.400,00:20:05.400,你現在還在那邊
530,00:20:05.400,00:20:07.400,我去找你
531,00:20:07.400,00:20:09.400,你現在還在那邊
532,00:20:09.400,00:20:11.400,我去找你
533,00:20:11.400,00:20:13.400,你現在還在那邊
534,00:20:13.400,00:20:15.400,我去找你
535,00:20:15.400,00:20:17.400,你現在還在那邊
536,00:20:17.400,00:20:19.400,我去找你
537,00:20:19.400,00:20:21.400,你現在還在那邊
538,00:20:21.400,00:20:23.400,我去找你
539,00:20:23.400,00:20:25.400,你現在還在那邊
540,00:20:25.400,00:20:27.400,我去找你
541,00:20:27.400,00:20:29.400,你現在還在那邊
542,00:20:29.400,00:20:31.400,我去找你
543,00:20:31.400,00:20:33.400,你現在還在那邊
544,00:20:33.400,00:20:35.400,我去找你
545,00:20:35.400,00:20:37.400,你現在還在那邊
546,00:20:37.400,00:20:39.400,我去找你
547,00:20:39.400,00:20:41.400,你現在還在那邊
548,00:20:41.400,00:20:43.400,我去找你
549,00:20:43.400,00:20:45.400,你現在還在那邊
550,00:20:45.400,00:20:47.400,我去找你
551,00:20:47.400,00:20:49.400,你現在還在那邊
552,00:20:49.400,00:20:51.400,我去找你
553,00:20:51.400,00:20:53.400,你現在還在那邊
554,00:20:53.400,00:20:55.400,我去找你
555,00:20:55.400,00:20:57.400,你現在還在那邊
556,00:20:57.400,00:20:59.400,我去找你
557,00:20:59.400,00:21:01.400,你現在還在那邊
558,00:21:01.400,00:21:03.400,我去找你
559,00:21:03.400,00:21:05.400,你現在還在那邊
560,00:21:05.400,00:21:07.400,我去找你
561,00:21:07.400,00:21:09.400,你現在還在那邊
562,00:21:09.400,00:21:11.400,我去找你
563,00:21:11.400,00:21:13.400,你現在還在那邊
564,00:21:13.400,00:21:15.400,我去找你
565,00:21:15.400,00:21:17.400,你現在還在那邊
566,00:21:17.400,00:21:19.400,我去找你
567,00:21:19.400,00:21:21.400,你現在還在那邊
568,00:21:21.400,00:21:23.400,我去找你
569,00:21:23.400,00:21:25.400,你現在還在那邊
570,00:21:25.400,00:21:27.400,我去找你
571,00:21:27.400,00:21:29.400,你現在還在那邊
572,00:21:29.400,00:21:31.400,我去找你
573,00:21:31.400,00:21:33.400,你現在還在那邊
574,00:21:33.400,00:21:35.400,我去找你
575,00:21:35.400,00:21:37.400,你現在還在那邊
576,00:21:37.400,00:21:39.400,我去找你
577,00:21:39.400,00:21:41.400,你現在還在那邊
578,00:21:41.400,00:21:43.400,我去找你
579,00:21:43.400,00:21:45.400,你現在還在那邊
580,00:21:45.400,00:21:47.400,我去找你
581,00:21:47.400,00:21:49.400,你現在還在那邊
582,00:21:49.400,00:21:51.400,我去找你
583,00:21:51.400,00:21:53.400,你現在還在那邊
584,00:21:53.400,00:21:55.400,我去找你
585,00:21:55.400,00:21:57.400,你現在還在那邊
586,00:21:57.400,00:21:59.400,我去找你
587,00:21:59.400,00:22:01.400,你現在還在那邊
588,00:22:01.400,00:22:03.400,我去找你
589,00:22:03.400,00:22:05.400,你現在還在那邊
590,00:22:05.400,00:22:07.400,我去找你
591,00:22:07.400,00:22:09.400,你現在還在那邊
592,00:22:09.400,00:22:11.400,我去找你
593,00:22:11.400,00:22:13.400,你現在還在那邊
594,00:22:13.400,00:22:15.400,我去找你
595,00:22:15.400,00:22:17.400,你現在還在那邊
596,00:22:17.400,00:22:19.400,我去找你
597,00:22:19.400,00:22:21.400,你現在還在那邊
598,00:22:21.400,00:22:23.400,我去找你
599,00:22:23.400,00:22:25.400,你現在還在那邊
600,00:22:25.400,00:22:27.400,我去找你
601,00:22:27.400,00:22:29.400,你現在還在那邊
602,00:22:29.400,00:22:31.400,我去找你
603,00:22:31.400,00:22:33.400,你現在還在那邊
604,00:22:33.400,00:22:35.400,我去找你
605,00:22:35.400,00:22:37.400,你現在還在那邊
606,00:22:37.400,00:22:39.400,我去找你
607,00:22:39.400,00:22:41.400,你現在還在那邊
608,00:22:41.400,00:22:43.400,我去找你
609,00:22:43.400,00:22:45.400,你現在還在那邊
610,00:22:45.400,00:22:47.400,我去找你
611,00:22:47.400,00:22:49.400,你現在還在那邊
612,00:22:49.400,00:22:51.400,我去找你
613,00:22:51.400,00:22:53.400,你現在還在那邊
614,00:22:53.400,00:22:55.400,我去找你
615,00:22:55.400,00:22:57.400,你現在還在那邊
616,00:22:57.400,00:22:59.400,我去找你
617,00:22:59.400,00:23:01.400,你現在還在那邊
618,00:23:01.400,00:23:03.400,我去找你
619,00:23:03.400,00:23:05.400,你現在還在那邊
620,00:23:05.400,00:23:07.400,我去找你
621,00:23:07.400,00:23:09.400,你現在還在那邊
622,00:23:09.400,00:23:11.400,我去找你
623,00:23:11.400,00:23:13.400,你現在還在那邊
624,00:23:13.400,00:23:15.400,我去找你
625,00:23:15.400,00:23:17.400,你現在還在那邊
626,00:23:17.400,00:23:19.400,我去找你
627,00:23:19.400,00:23:21.400,你現在還在那邊
628,00:23:21.400,00:23:23.400,我去找你
629,00:23:23.400,00:23:25.400,你現在還在那邊
630,00:23:25.400,00:23:27.400,我去找你
631,00:23:27.400,00:23:29.400,你現在還在那邊
632,00:23:29.400,00:23:31.400,我去找你
633,00:23:31.400,00:23:33.400,你現在還在那邊
634,00:23:33.400,00:23:35.400,我去找你
635,00:23:35.400,00:23:37.400,你現在還在那邊
636,00:23:37.400,00:23:39.400,我去找你
637,00:23:39.400,00:23:41.400,你現在還在那邊
638,00:23:41.400,00:23:43.400,我去找你
639,00:23:43.400,00:23:45.400,你現在還在那邊
640,00:23:45.400,00:23:47.400,我去找你
641,00:23:47.400,00:23:49.400,你現在還在那邊
642,00:23:49.400,00:23:51.400,我去找你
643,00:23:51.400,00:23:53.400,你現在還在那邊
644,00:23:53.400,00:23:55.400,我去找你
645,00:23:55.400,00:23:57.400,你現在還在那邊
646,00:23:57.400,00:23:59.400,我去找你
647,00:23:59.400,00:24:01.400,你現在還在那邊
648,00:24:01.400,00:24:03.400,我去找你
649,00:24:03.400,00:24:05.400,你現在還在那邊
650,00:24:05.400,00:24:07.400,我去找你
651,00:24:07.400,00:24:09.400,你現在還在那邊
652,00:24:09.400,00:24:11.400,我去找你
653,00:24:11.400,00:24:13.400,你現在還在那邊
654,00:24:13.400,00:24:15.400,我去找你
655,00:24:15.400,00:24:17.400,你現在還在那邊
656,00:24:17.400,00:24:19.400,我去找你
657,00:24:19.400,00:24:21.400,你現在還在那邊
658,00:24:21.400,00:24:23.400,我去找你
659,00:24:23.400,00:24:25.400,你現在還在那邊
660,00:24:25.400,00:24:27.400,我去找你
661,00:24:27.400,00:24:29.400,你現在還在那邊
662,00:24:29.400,00:24:31.400,我去找你
663,00:24:31.400,00:24:33.400,你現在還在那邊
664,00:24:33.400,00:24:35.400,我去找你
665,00:24:35.400,00:24:37.400,你現在還在那邊
666,00:24:37.400,00:24:39.400,我去找你
667,00:24:39.400,00:24:41.400,你現在還在那邊
668,00:24:41.400,00:24:43.400,我去找你
669,00:24:43.400,00:24:45.400,你現在還在那邊
670,00:24:45.400,00:24:47.400,我去找你
671,00:24:47.400,00:24:49.400,你現在還在那邊
672,00:24:49.400,00:24:51.400,我去找你
673,00:24:51.400,00:24:53.400,你現在還在那邊
674,00:24:53.400,00:24:55.400,我去找你
675,00:24:55.400,00:24:57.400,你現在還在那邊
676,00:24:57.400,00:24:59.400,我去找你
677,00:24:59.400,00:25:01.400,你現在還在那邊
678,00:25:01.400,00:25:03.400,我去找你
679,00:25:03.400,00:25:05.400,你現在還在那邊
680,00:25:05.400,00:25:07.400,我去找你
681,00:25:07.400,00:25:09.400,你現在還在那邊
682,00:25:09.400,00:25:11.400,我去找你
683,00:25:11.400,00:25:13.400,你現在還在那邊
684,00:25:13.400,00:25:15.400,我去找你
685,00:25:15.400,00:25:17.400,你現在還在那邊
686,00:25:17.400,00:25:19.400,我去找你
687,00:25:19.400,00:25:21.400,你現在還在那邊
688,00:25:21.400,00:25:23.400,我去找你
689,00:25:23.400,00:25:25.400,你現在還在那邊
690,00:25:25.400,00:25:27.400,我去找你
691,00:25:27.400,00:25:29.400,你現在還在那邊
692,00:25:29.400,00:25:31.400,我去找你
693,00:25:31.400,00:25:33.400,你現在還在那邊
694,00:25:33.400,00:25:35.400,我去找你
695,00:25:35.400,00:25:37.400,你現在還在那邊
696,00:25:37.400,00:25:39.400,我去找你
697,00:25:39.400,00:25:41.400,你現在還在那邊
698,00:25:41.400,00:25:43.400,我去找你
699,00:25:43.400,00:25:45.400,你現在還在那邊
700,00:25:45.400,00:25:47.400,我去找你
701,00:25:47.400,00:25:49.400,你現在還在那邊
702,00:25:49.400,00:25:51.400,我去找你
703,00:25:51.400,00:25:53.400,你現在還在那邊
704,00:25:53.400,00:25:55.400,我去找你
705,00:25:55.400,00:25:57.400,你現在還在那邊
706,00:25:57.400,00:25:59.400,我去找你
707,00:25:59.400,00:26:01.400,你現在還在那邊
708,00:26:01.400,00:26:03.400,我去找你
709,00:26:03.400,00:26:05.400,你現在還在那邊
710,00:26:05.400,00:26:07.400,我去找你
711,00:26:07.400,00:26:09.400,你現在還在那邊
712,00:26:09.400,00:26:11.400,我去找你
713,00:26:11.400,00:26:13.400,你現在還在那邊
714,00:26:13.400,00:26:15.400,我去找你
715,00:26:15.400,00:26:17.400,你現在還在那邊
716,00:26:17.400,00:26:19.400,我去找你
717,00:26:19.400,00:26:21.400,你現在還在那邊
718,00:26:21.400,00:26:23.400,我去找你
719,00:26:23.400,00:26:25.400,你現在還在那邊
720,00:26:25.400,00:26:27.400,我去找你
721,00:26:27.400,00:26:29.400,你現在還在那邊
722,00:26:29.400,00:26:31.400,我去找你
723,00:26:31.400,00:26:33.400,你現在還在那邊
724,00:26:33.400,00:26:35.400,我去找你
725,00:26:35.400,00:26:37.400,你現在還在那邊
726,00:26:37.400,00:26:39.400,我去找你
727,00:26:39.400,00:26:41.400,你現在還在那邊
728,00:26:41.400,00:26:43.400,我去找你
729,00:26:43.400,00:26:45.400,你現在還在那邊
730,00:26:45.400,00:26:47.400,我去找你
731,00:26:47.400,00:26:49.400,你現在還在那邊
732,00:26:49.400,00:26:51.400,我去找你
733,00:26:51.400,00:26:53.400,你現在還在那邊
734,00:26:53.400,00:26:55.400,我去找你
735,00:26:55.400,00:26:57.400,你現在還在那邊
736,00:26:57.400,00:26:59.400,我去找你
737,00:26:59.400,00:27:01.400,你現在還在那邊
738,00:27:01.400,00:27:03.400,我去找你
739,00:27:03.400,00:27:05.400,你現在還在那邊
740,00:27:05.400,00:27:07.400,我去找你
741,00:27:07.400,00:27:09.400,你現在還在那邊
742,00:27:09.400,00:27:11.400,我去找你
743,00:27:11.400,00:27:13.400,你現在還在那邊
744,00:27:13.400,00:27:15.400,你現在還在那邊
745,00:27:15.400,00:27:17.400,我去找你
746,00:27:17.400,00:27:19.400,你現在還在那邊
747,00:27:19.400,00:27:21.400,我去找你
748,00:27:21.400,00:27:23.400,你現在還在那邊
749,00:27:23.400,00:27:25.400,我去找你
750,00:27:25.400,00:27:27.400,你現在還在那邊
751,00:27:27.400,00:27:29.400,我去找你
752,00:27:29.400,00:27:31.400,你現在還在那邊
753,00:27:31.400,00:27:33.400,我去找你
754,00:27:33.400,00:27:35.400,你現在還在那邊
755,00:27:35.400,00:27:37.400,我去找你
756,00:27:37.400,00:27:39.400,你現在還在那邊
757,00:27:39.400,00:27:41.400,我去找你
758,00:27:41.400,00:27:43.400,政務部
759,00:27:43.400,00:27:45.400,法務部
760,00:27:45.400,00:27:47.400,NCC
761,00:27:47.400,00:27:49.400,5個單位
762,00:27:49.400,00:27:51.400,165專線是我寫的
763,00:27:51.400,00:27:53.400,有的
764,00:27:53.400,00:27:55.400,有的 現在把這些事情
765,00:27:55.400,00:27:57.400,控制住的 大家看到
766,00:27:57.400,00:27:59.400,這5個部位隨著
767,00:27:59.400,00:28:01.400,時代環境
768,00:28:01.400,00:28:03.400,大家閃來閃去
769,00:28:03.400,00:28:05.400,閃來
770,00:28:05.400,00:28:07.400,大家變沒事情
771,00:28:07.400,00:28:09.400,國家的機構 個人資料
772,00:28:09.400,00:28:11.400,可以外落
773,00:28:11.400,00:28:13.400,人頭帳戶 這樣動
774,00:28:13.400,00:28:15.400,動不動 叫太危險
775,00:28:15.400,00:28:17.400,你如果要得利
776,00:28:17.400,00:28:19.400,電信
777,00:28:19.400,00:28:21.400,說他查不到
778,00:28:21.400,00:28:23.400,國外要不要查 不會誇張合作
779,00:28:23.400,00:28:25.400,法務部
780,00:28:25.400,00:28:27.400,也不要衝動面前
781,00:28:27.400,00:28:29.400,你只要摸到那20個警察
782,00:28:29.400,00:28:31.400,大陸之後
783,00:28:31.400,00:28:33.400,這裡要知道2022
784,00:28:33.400,00:28:35.400,有報案的死刑率
785,00:28:35.400,00:28:37.400,是你們知道嗎
786,00:28:37.400,00:28:39.400,700億
787,00:28:39.400,00:28:41.400,700億
788,00:28:41.400,00:28:43.400,我上次敲打一千萬
789,00:28:43.400,00:28:45.400,最少兩千萬也不一定
790,00:28:45.400,00:28:47.400,這都是人民的痛苦
791,00:28:47.400,00:28:49.400,錢拿給人家死
792,00:28:49.400,00:28:51.400,所以我今天跟大家說
793,00:28:51.400,00:28:53.400,大家要拿進來
794,00:28:53.400,00:28:55.400,除了
795,00:28:55.400,00:28:57.400,打炸國家隊
796,00:28:57.400,00:28:59.400,大家要聯合作戰
797,00:28:59.400,00:29:01.400,拿出進去的方法以外
798,00:29:01.400,00:29:03.400,我今天說的
799,00:29:03.400,00:29:05.400,騙得越多 關得越爽
800,00:29:05.400,00:29:07.400,哈密嘛
801,00:29:07.400,00:29:09.400,騙得越多 關得越久
802,00:29:09.400,00:29:11.400,大家騙1700萬
803,00:29:11.400,00:29:13.400,誰要跟70億最關得久
804,00:29:13.400,00:29:15.400,這苦嘛
805,00:29:15.400,00:29:17.400,所以
806,00:29:17.400,00:29:19.400,犯罪所得
807,00:29:19.400,00:29:21.400,超過一定的額度
808,00:29:21.400,00:29:23.400,不論是個人還是國際
809,00:29:23.400,00:29:25.400,都加重
810,00:29:25.400,00:29:27.400,前者二分之一
811,00:29:27.400,00:29:29.400,對不對
812,00:29:29.400,00:29:31.400,你如果超過一整個數字
813,00:29:31.400,00:29:33.400,來給他們就好
814,00:29:33.400,00:29:35.400,要給他們八千萬
815,00:29:35.400,00:29:37.400,還欠兩千萬 整整好
816,00:29:37.400,00:29:39.400,本來打一年 我就給你打兩年
817,00:29:39.400,00:29:41.400,兩年
818,00:29:41.400,00:29:43.400,加重起來一年就變一半
819,00:29:43.400,00:29:45.400,兩年就八三年
820,00:29:45.400,00:29:47.400,打得久一點
821,00:29:47.400,00:29:49.400,是要打得久一點
822,00:29:49.400,00:29:51.400,你明白嗎 七成以上
823,00:29:51.400,00:29:53.400,抓到的大配集團的
824,00:29:53.400,00:29:55.400,份子
825,00:29:55.400,00:29:57.400,只判兩年以下
826,00:29:57.400,00:29:59.400,台北都交部很多
827,00:29:59.400,00:30:01.400,華懷很多 也沒有反省很多
828,00:30:01.400,00:30:03.400,所以這個
829,00:30:03.400,00:30:05.400,三年最大一項
830,00:30:05.400,00:30:09.400,六四三天
831,00:30:09.400,00:30:11.400,七年三萬人抓六個人
832,00:30:11.400,00:30:13.400,一家幾個六家 加起來20萬人
833,00:30:13.400,00:30:15.400,你怎麼這麼看
834,00:30:15.400,00:30:17.400,所以 二分之一
835,00:30:17.400,00:30:19.400,要繼續嗎
836,00:30:19.400,00:30:21.400,加重二分之一
837,00:30:21.400,00:30:23.400,第二
838,00:30:23.400,00:30:25.400,提供人頭發帳戶
839,00:30:25.400,00:30:27.400,還提人頭發帳戶
840,00:30:27.400,00:30:29.400,一半 兩半
841,00:30:29.400,00:30:31.400,再一半 提高
842,00:30:31.400,00:30:33.400,刑責二分之一
843,00:30:33.400,00:30:35.400,剛才在人頭發帳戶在刑了人
844,00:30:35.400,00:30:37.400,你明白嗎 刑一次給你
845,00:30:37.400,00:30:39.400,後來說第二次 我說你就是頭煩
846,00:30:39.400,00:30:41.400,第二次你還要刑人
847,00:30:41.400,00:30:43.400,踴躍
848,00:30:43.400,00:30:45.400,上戶的先旨
849,00:30:45.400,00:30:47.400,抓到 加重二分之一
850,00:30:47.400,00:30:49.400,而且永遠不要讓他
851,00:30:49.400,00:30:51.400,永遠在一段時間
852,00:30:51.400,00:30:53.400,不要讓他再使用開戶
853,00:30:53.400,00:30:55.400,也可以啊
854,00:30:55.400,00:30:57.400,用限制性的方式也可以啊
855,00:30:57.400,00:30:59.400,加重刑責二分之一
856,00:30:59.400,00:31:01.400,對不對
857,00:31:01.400,00:31:03.400,有什麼好嗎 都用用的
858,00:31:03.400,00:31:05.400,接下來
859,00:31:05.400,00:31:07.400,我們
860,00:31:07.400,00:31:09.400,地下會對金管會
861,00:31:09.400,00:31:11.400,都沒有在管
862,00:31:11.400,00:31:13.400,很多像薪營貨幣
863,00:31:13.400,00:31:15.400,很多薪營貨幣
864,00:31:15.400,00:31:17.400,地下後隊
865,00:31:17.400,00:31:19.400,完全沒有在處理
866,00:31:19.400,00:31:21.400,你現在要調整一個管理
867,00:31:21.400,00:31:23.400,人頭帳戶
868,00:31:23.400,00:31:25.400,薪營貨幣 還有
869,00:31:25.400,00:31:27.400,地下會你要把它管好
870,00:31:27.400,00:31:29.400,我那五個字都寫出來
871,00:31:29.400,00:31:31.400,最重要最重要
872,00:31:31.400,00:31:33.400,保衛金人
873,00:31:33.400,00:31:35.400,我要來做總統
874,00:31:35.400,00:31:39.400,我親自去瞭解保衛合作的狀況如何
875,00:31:39.400,00:31:41.400,每天來頂這個
876,00:31:41.400,00:31:43.400,部會資源喔 別在那邊瘋了什麼
877,00:31:43.400,00:31:45.400,我剛才說 每個人都在瘋
878,00:31:45.400,00:31:47.400,現在也在瘋
879,00:31:47.400,00:31:49.400,所以現在越打越多
880,00:31:49.400,00:31:51.400,要瘋了
881,00:31:51.400,00:31:53.400,大家都說阿伯你金錢一件事
882,00:31:53.400,00:31:55.400,你瘋了嗎
883,00:31:55.400,00:31:57.400,所以都沒事
884,00:31:57.400,00:31:59.400,那有事
885,00:31:59.400,00:32:01.400,不去打拼
886,00:32:01.400,00:32:03.400,第一 一個個資的保護
887,00:32:03.400,00:32:05.400,國家的個資的保護保護好
888,00:32:05.400,00:32:07.400,我們很多個資保護
889,00:32:07.400,00:32:09.400,在外面也被人家拿去
890,00:32:09.400,00:32:11.400,我們都沒保護
891,00:32:11.400,00:32:13.400,你有沒有去超商買一個東西
892,00:32:13.400,00:32:15.400,去對一個買一個東西
893,00:32:15.400,00:32:17.400,你的個資就沒錢
894,00:32:17.400,00:32:19.400,都被人家拿去
895,00:32:19.400,00:32:21.400,我個資都被人家拿去
896,00:32:21.400,00:32:23.400,你看這樣
897,00:32:23.400,00:32:25.400,你個資都被人家拿去
898,00:32:25.400,00:32:27.400,別說人家要游泳不可以
899,00:32:27.400,00:32:29.400,所以個資保護平台
900,00:32:29.400,00:32:31.400,要用數位平台
901,00:32:31.400,00:32:33.400,數位發展部要跳下來倒數率
902,00:32:33.400,00:32:35.400,第三
903,00:32:35.400,00:32:37.400,網路
904,00:32:37.400,00:32:39.400,網路很多人
905,00:32:39.400,00:32:41.400,廣告你給他打開
906,00:32:41.400,00:32:43.400,社群網路一堆都是詐騙廣告
907,00:32:43.400,00:32:45.400,你看到要馬上下架
908,00:32:45.400,00:32:47.400,看不看不看
909,00:32:47.400,00:32:49.400,不看不看
910,00:32:49.400,00:32:51.400,你這時候就要改變
911,00:32:51.400,00:32:53.400,你的數位發展部
912,00:32:53.400,00:32:55.400,還有管理的網路主席
913,00:32:55.400,00:32:57.400,你不可以跳出來
914,00:32:57.400,00:32:59.400,誰要用這個
915,00:32:59.400,00:33:01.400,CBHP
916,00:33:01.400,00:33:03.400,叫人家用CBHP
917,00:33:03.400,00:33:05.400,用第三方支付
918,00:33:05.400,00:33:07.400,這個監管住入
919,00:33:07.400,00:33:09.400,你監管都有管
920,00:33:09.400,00:33:11.400,你有管嗎
921,00:33:11.400,00:33:13.400,你沒管 吃香蕉
922,00:33:13.400,00:33:15.400,吃 喝水
923,00:33:15.400,00:33:17.400,我跟他說真的
924,00:33:17.400,00:33:19.400,你不要這樣
925,00:33:19.400,00:33:21.400,一定到下算
926,00:33:21.400,00:33:23.400,不要這樣
927,00:33:23.400,00:33:25.400,讓我們人民很痛苦
928,00:33:25.400,00:33:27.400,還有
929,00:33:27.400,00:33:29.400,國際兩岸
930,00:33:29.400,00:33:31.400,共同合作打擊犯罪
931,00:33:31.400,00:33:33.400,兩岸不通
932,00:33:33.400,00:33:35.400,兩邊要來配置
933,00:33:35.400,00:33:37.400,大家要重啟兩岸合作打擊犯罪
934,00:33:37.400,00:33:39.400,這是麻煩
935,00:33:39.400,00:33:41.400,接下來國際要跟他們合作
936,00:33:41.400,00:33:43.400,所以連鎖查詢
937,00:33:43.400,00:33:45.400,不覺得詐騙
938,00:33:45.400,00:33:47.400,讓國際的合作要強
939,00:33:47.400,00:33:49.400,不然說不然就多了
940,00:33:49.400,00:33:51.400,爸爸電話很多
941,00:33:51.400,00:33:53.400,你只要給他打
942,00:33:53.400,00:33:55.400,所以今天我在這裡
943,00:33:55.400,00:33:57.400,先跟大家拜託
944,00:33:57.400,00:33:59.400,我何有一做功課
945,00:33:59.400,00:34:01.400,葉元一做動戰領域
946,00:34:01.400,00:34:03.400,林國春動戰領域
947,00:34:03.400,00:34:05.400,不管是政治下配
948,00:34:05.400,00:34:07.400,我們好好打擊他
949,00:34:07.400,00:34:09.400,經濟下配 我們一起連鎖打擊他
950,00:34:09.400,00:34:11.400,對不對
951,00:34:11.400,00:34:13.400,這樣好不好
952,00:34:13.400,00:34:15.400,今天要拜託大家理解
953,00:34:15.400,00:34:17.400,我們都相當有的老朋友
954,00:34:17.400,00:34:19.400,有你們是我一四人的
955,00:34:19.400,00:34:21.400,朋友
956,00:34:21.400,00:34:23.400,大家說做朋友 大家吃飯認真
957,00:34:23.400,00:34:25.400,都為這個土地打拼
958,00:34:25.400,00:34:27.400,所以剛才的詐騙案
959,00:34:27.400,00:34:29.400,要去何流山這樣倒三天
960,00:34:29.400,00:34:31.400,我已經倒三天
961,00:34:31.400,00:34:33.400,所以要拜託大家
962,00:34:33.400,00:34:35.400,這段時間很多建設
963,00:34:35.400,00:34:37.400,實在說
964,00:34:37.400,00:34:39.400,所以現在我都在操作
965,00:34:39.400,00:34:41.400,他每天都在瞭解我的進度
966,00:34:41.400,00:34:43.400,我都會去調整進度
967,00:34:43.400,00:34:45.400,都調整
968,00:34:45.400,00:34:47.400,你給我國民運動公司的價值調
969,00:34:47.400,00:34:49.400,我也要調整進度
970,00:34:49.400,00:34:51.400,什麼事情我有調整
971,00:34:51.400,00:34:53.400,我說新北市是我的命根
972,00:34:53.400,00:34:55.400,是我第一個從政的命根
973,00:34:55.400,00:34:57.400,你們都是我的兄弟
974,00:34:57.400,00:34:59.400,我做事情好分高過
975,00:34:59.400,00:35:01.400,不然分了你都做好就好
976,00:35:01.400,00:35:03.400,所以這段時間
977,00:35:03.400,00:35:05.400,你放心市長會
978,00:35:05.400,00:35:07.400,時間完全不放棄
979,00:35:07.400,00:35:09.400,我關心市長
980,00:35:09.400,00:35:11.400,我關心北方大使
981,00:35:11.400,00:35:13.400,尤其在永華市場沒有問題時
982,00:35:13.400,00:35:15.400,切記切記
983,00:35:15.400,00:35:17.400,不要引戰
984,00:35:17.400,00:35:19.400,切記切記
985,00:35:19.400,00:35:21.400,不要找到一位支持
986,00:35:21.400,00:35:23.400,台獨的人造成兩岸引戰
987,00:35:23.400,00:35:25.400,在發展的
988,00:35:25.400,00:35:27.400,二無一落
989,00:35:27.400,00:35:29.400,我們這不會被總統
990,00:35:29.400,00:35:31.400,相當還是必戰
991,00:35:31.400,00:35:33.400,必完戰爭我們這裡有辦法
992,00:35:33.400,00:35:35.400,拚金就定定
993,00:35:35.400,00:35:37.400,好嗎
994,00:35:37.400,00:35:39.400,侯友英這次來挑戰
995,00:35:39.400,00:35:41.400,是在修正外面修好台灣這個土地
996,00:35:41.400,00:35:43.400,保護大家人民
997,00:35:43.400,00:35:45.400,世面保好經濟保好
998,00:35:45.400,00:35:47.400,讓大家安全日子
999,00:35:47.400,00:35:49.400,不要這樣像我們孫子
1000,00:35:49.400,00:35:51.400,讓大家社會不安心
1001,00:35:51.400,00:35:53.400,所以大家要謹慎拚
1002,00:35:53.400,00:35:55.400,這次不是為新北市拚
1003,00:35:55.400,00:35:57.400,是為台灣拚
1004,00:35:57.400,00:35:59.400,大家要拼命
1005,00:35:59.400,00:36:01.400,要拜託大家感謝大家謝謝
1006,00:36:01.400,00:36:03.400,好謝謝
1007,00:36:03.400,00:36:05.400,我們現在侯市長
1008,00:36:05.400,00:36:07.400,我們相信侯友英如果當選
1009,00:36:07.400,00:36:09.400,我們中華民國的總統
1010,00:36:09.400,00:36:11.400,我們的國家就會有希望
1011,00:36:11.400,00:36:13.400,我們的社會就會有安定
1012,00:36:13.400,00:36:17.400,大家就會有安和樂利的生活
1013,00:36:17.400,00:36:19.400,大家說對不對
1014,00:36:19.400,00:36:21.400,我們也相信
1015,00:36:21.400,00:36:23.400,我們林國村我們葉元之
1016,00:36:23.400,00:36:25.400,如果當選立委
1017,00:36:25.400,00:36:27.400,就是我們治安
1018,00:36:27.400,00:36:29.400,就是我們安和樂利
